Date,Sectors,AUC 1,AUC 2,Difference
31-Oct-12,Transportation,10634,-100,-10734
31-Oct-12,Airlines,265,-41,-306
31-Oct-12,Logistics,759,0,-759
31-Oct-12,Marine Port & Services,3490,32,-3458
31-Oct-12,Roads & Highways,1397,-83,-1480
31-Oct-12,Shipping,1016,-6,-1022
31-Oct-12,Surface Transportation,33,0,-33
31-Oct-12,Transport Related Services,3673,-2,-3675
31-Oct-12,Utilities3,38355,56,-38299
31-Oct-12,Sovereign,0,0,0
31-Oct-12,Others4,14876,248,-14628
31-Oct-12,Grand  Total,1062006,554,-1061452
31-Oct-20,Automobiles & Auto Components,151765,147186,-4579
31-Oct-20,Total Financial Services,924639,955667,31028
31-Oct-20,Banks,547377,576448,29071
31-Oct-20,Other Financial Services1,377262,379219,1957
31-Oct-20,Capital Goods,90813,99021,8208
31-Oct-20,Chemicals & Petrochemicals,42875,42919,44
31-Oct-20,Coal,4834,4812,-22
31-Oct-20,Commercial Services & Supplies,10054,10965,911
31-Oct-20,Construction Materials,50923,54147,3224
31-Oct-20,Consumer Durables,65706,70009,4303
31-Oct-20,Diversified2,6248,6761,513
31-Oct-20,Diversified Consumer Services,2193,2212,19
31-Oct-20,Food & Drugs Retailing,0,0,0
31-Oct-20,"Food, Beverages & Tobacco",89231,90966,1735
31-Oct-20,Forest Materials,1070,1005,-65
31-Oct-20,General Industrials,16294,16678,384
31-Oct-20,Hardware Technology & Equipment,42,43,1
31-Oct-20,Healthcare Equipment & Supplies,128,123,-5
31-Oct-20,Healthcare Services,28752,28861,109
31-Oct-20,"Hotels, Restaurants & Tourism",14571,14112,-459
31-Oct-20,Household & Personal Products,130247,127780,-2467
31-Oct-20,Insurance,76903,77008,105
31-Oct-20,Media,20065,17601,-2464
31-Oct-20,Metals & Mining,34225,35116,891
31-Oct-20,Oil & Gas,390936,368464,-22472
31-Oct-20,Pharmaceuticals & Biotechnology,148668,144815,-3853
31-Oct-20,Real Estate Investment,0,0,0
31-Oct-20,Realty,23945,26182,2237
31-Oct-20,Retailing,41626,42904,1278
31-Oct-20,Software & Services,451822,445706,-6116
31-Oct-20,Telecom Services,59401,63928,4527
31-Oct-20,Telecommunications Equipment,76,73,-3
31-Oct-20,"Textiles, Apparels & Accessories",32747,32113,-634
31-Oct-20,Transportation,32190,33665,1475
31-Oct-20,Airlines,7655,7720,65
31-Oct-20,Logistics,1392,1438,46
31-Oct-20,Marine Port & Services,12767,13550,783
31-Oct-20,Roads & Highways,1300,1353,53
31-Oct-20,Shipping,794,810,16
31-Oct-20,Surface Transportation,30,28,-2
31-Oct-20,Transport Related Services,5310,5809,499
31-Oct-20,Airport Services,2942,2957,15
31-Oct-20,Utilities3,61092,65218,4126
31-Oct-20,Sovereign,0,0,0
31-Oct-20,Others4,22999,20584,-2415
31-Oct-20,Grand Total,3027079,3046643,19564
31-Oct-21,Automobiles & Auto Components,212805,202455,-10350
31-Oct-21,Total Financial Services,1612897,1591280,-21617
31-Oct-21,Banks,916029,907747,-8282
31-Oct-21,Other Financial Services1,696868,683533,-13335
31-Oct-21,Capital Goods,146357,145455,-902
31-Oct-21,Chemicals & Petrochemicals,88776,81925,-6851
31-Oct-21,Coal,7601,7030,-571
31-Oct-21,Commercial Services & Supplies,39492,34253,-5239
31-Oct-21,Construction Materials,99047,98701,-346
31-Oct-21,Consumer Durables,148968,137047,-11921
31-Oct-21,Diversified2,3908,12906,8998
31-Oct-21,Diversified Consumer Services,7464,6830,-634
31-Oct-21,Food & Drugs Retailing,3,2,-1
31-Oct-21,"Food, Beverages & Tobacco",136772,128512,-8260
31-Oct-21,Forest Materials,2286,1998,-288
31-Oct-21,General Industrials,41999,39891,-2108
31-Oct-21,Hardware Technology & Equipment,86,76,-10
31-Oct-21,Healthcare Equipment & Supplies,1580,1473,-107
31-Oct-21,Healthcare Services,61109,59581,-1528
31-Oct-21,"Hotels, Restaurants & Tourism",41101,32577,-8524
31-Oct-21,Household & Personal Products,182379,167215,-15164
31-Oct-21,Insurance,118451,114796,-3655
31-Oct-21,Media,23496,22122,-1374
31-Oct-21,Metals & Mining,115501,107931,-7570
31-Oct-21,Oil & Gas,535740,504592,-31148
31-Oct-21,Pharmaceuticals & Biotechnology,179515,170237,-9278
31-Oct-21,Real Estate Investment,0,0,0
31-Oct-21,Realty,69243,63647,-5596
31-Oct-21,Retailing,99946,87975,-11971
31-Oct-21,Software & Services,706933,669578,-37355
31-Oct-21,Telecom Services,118075,113998,-4077
31-Oct-21,Telecommunications Equipment,522,487,-35
31-Oct-21,"Textiles, Apparels & Accessories",73504,69294,-4210
31-Oct-21,Transportation,67419,62722,-4697
31-Oct-21,Airlines,14986,15721,735
31-Oct-21,Logistics,3472,3102,-370
31-Oct-21,Marine Port & Services,26551,22718,-3833
31-Oct-21,Roads & Highways,3208,2792,-416
31-Oct-21,Shipping,1397,1267,-130
31-Oct-21,Surface Transportation,98,131,33
31-Oct-21,Transport Related Services,10646,10392,-254
31-Oct-21,Airport Services,7062,6599,-463
31-Oct-21,Utilities3,173654,166468,-7186
31-Oct-21,Sovereign,0,0,0
31-Oct-21,Others4,35083,33634,-1449
31-Oct-21,Grand Total,5151713,4936691,-215022
31-Oct-22,Automobile and Auto Components,253196,272857,19661
31-Oct-22,Capital Goods,119747,125493,5746
31-Oct-22,Chemicals,102842,104451,1609
31-Oct-22,Construction,65286,69625,4339
31-Oct-22,Construction Materials,74680,79272,4592
31-Oct-22,Consumer Durables,172116,171705,-411
31-Oct-22,Consumer Services,115850,120117,4267
31-Oct-22,Diversified,1645,1636,-9
31-Oct-22,Fast Moving Consumer Goods,311122,317772,6650
31-Oct-22,Financial Services,1472197,1534042,61845
31-Oct-22,Forest Materials,1697,1880,183
31-Oct-22,Healthcare,225965,240392,14427
31-Oct-22,Information Technology,491465,508489,17024
31-Oct-22,"Media, Entertainment & Publication",22097,22288,191
31-Oct-22,Metals & Mining,142734,146884,4150
31-Oct-22,"Oil, Gas & Consumable Fuels",506554,547878,41324
31-Oct-22,Power,222601,237907,15306
31-Oct-22,Realty,52259,54128,1869
31-Oct-22,Services,74764,76971,2207
31-Oct-22,Telecommunication,121931,131006,9075
31-Oct-22,Textiles,21778,21483,-295
31-Oct-22,Utilities,361,361,0
31-Oct-22,Sovereign,0,0,0
31-Oct-22,Others,11053,11026,-27
31-Oct-22,Grand Total,4583941,4797660,213719
15-Sep-23,Automobile and Auto Components,346220,360348,14128
15-Sep-23,Capital Goods,222460,226656,4196
15-Sep-23,Chemicals,99100,99683,583
15-Sep-23,Construction,110354,118580,8226
15-Sep-23,Construction Materials,93610,98773,5163
15-Sep-23,Consumer Durables,188210,190558,2348
15-Sep-23,Consumer Services,145467,151968,6501
15-Sep-23,Diversified,3692,3825,133
15-Sep-23,Fast Moving Consumer Goods,376599,381633,5034
15-Sep-23,Financial Services,1753402,1839101,85699
15-Sep-23,Forest Materials,2247,2532,285
15-Sep-23,Healthcare,287907,295769,7862
15-Sep-23,Information Technology,520205,555824,35619
15-Sep-23,"Media, Entertainment & Publication",21230,21324,94
15-Sep-23,Metals & Mining,159347,164687,5340
15-Sep-23,"Oil, Gas & Consumable Fuels",468411,480491,12080
15-Sep-23,Power,187379,184077,-3302
15-Sep-23,Realty,76449,81577,5128
15-Sep-23,Services,95095,93819,-1276
15-Sep-23,Telecommunication,135343,146164,10821
15-Sep-23,Textiles,19140,19323,183
15-Sep-23,Utilities,859,793,-66
15-Sep-23,Sovereign,0,0,0
15-Sep-23,Others,15623,16378,755
15-Sep-23,Grand Total,5328349,5533884,205535
15-Sep-24,Automobile and Auto Components,591671,578527,-13144
15-Sep-24,Capital Goods,405929,410162,4233
15-Sep-24,Chemicals,119830,122869,3039
15-Sep-24,Construction,146176,143442,-2734
15-Sep-24,Construction Materials,128776,132692,3916
15-Sep-24,Consumer Durables,229429,244187,14758
15-Sep-24,Consumer Services,337305,352186,14881
15-Sep-24,Diversified,7583,7899,316
15-Sep-24,Fast Moving Consumer Goods,469262,485603,16341
15-Sep-24,Financial Services,2067809,2118593,50784
15-Sep-24,Forest Materials,4062,4662,600
15-Sep-24,Healthcare,469978,482398,12420
15-Sep-24,Information Technology,725132,732004,6872
15-Sep-24,"Media, Entertainment & Publication",14340,14679,339
15-Sep-24,Metals & Mining,214893,210889,-4004
15-Sep-24,"Oil, Gas & Consumable Fuels",640756,616787,-23969
15-Sep-24,Power,321866,320366,-1500
15-Sep-24,Realty,157297,160382,3085
15-Sep-24,Services,162985,162459,-526
15-Sep-24,Telecommunication,294527,299647,5120
15-Sep-24,Textiles,22242,24224,1982
15-Sep-24,Utilities,2404,2612,208
15-Sep-24,Sovereign,0,0,0
15-Sep-24,Others,19325,20609,1284
15-Sep-24,Grand Total,7553576,7647875,94299
30-Sep-23,Automobile and Auto Components,360348,356446,-3902
30-Sep-23,Capital Goods,210176,224743,14567
30-Sep-23,Chemicals,99683,95978,-3705
30-Sep-23,Construction,118580,119216,636
30-Sep-23,Construction Materials,98773,94657,-4116
30-Sep-23,Consumer Durables,190558,186907,-3651
30-Sep-23,Consumer Services,151968,150100,-1868
30-Sep-23,Diversified,3825,3853,28
30-Sep-23,Fast Moving Consumer Goods,381633,378489,-3144
30-Sep-23,Financial Services,1839105,1774155,-64950
30-Sep-23,Forest Materials,2532,2607,75
30-Sep-23,Healthcare,295769,296757,988
30-Sep-23,Information Technology,555824,533829,-21995
30-Sep-23,"Media, Entertainment & Publication",21324,20687,-637
30-Sep-23,Metals & Mining,164687,159296,-5391
30-Sep-23,"Oil, Gas & Consumable Fuels",480491,461509,-18982
30-Sep-23,Power,184077,195336,11259
30-Sep-23,Realty,81577,80489,-1088
30-Sep-23,Services,93819,91973,-1846
30-Sep-23,Telecommunication,146164,145857,-307
30-Sep-23,Textiles,19323,18652,-671
30-Sep-23,Utilities,793,886,93
30-Sep-23,Sovereign,0,0,0
30-Sep-23,Others,32855,16233,-16622
30-Sep-23,Grand Total,5533884,5408654,-125230
30-Sep-24,Automobile and Auto Components,578527,615068,36541
30-Sep-24,Capital Goods,410162,413198,3036
30-Sep-24,Chemicals,122869,125531,2662
30-Sep-24,Construction,143442,145187,1745
30-Sep-24,Construction Materials,132692,132691,-1
30-Sep-24,Consumer Durables,244187,247520,3333
30-Sep-24,Consumer Services,352186,353707,1521
30-Sep-24,Diversified,7899,7736,-163
30-Sep-24,Fast Moving Consumer Goods,485603,487906,2303
30-Sep-24,Financial Services,2118593,2169396,50803
30-Sep-24,Forest Materials,4662,4570,-92
30-Sep-24,Healthcare,482398,491059,8661
30-Sep-24,Information Technology,732004,703359,-28645
30-Sep-24,"Media, Entertainment & Publication",14679,14900,221
30-Sep-24,Metals & Mining,210889,231908,21019
30-Sep-24,"Oil, Gas & Consumable Fuels",616787,623963,7176
30-Sep-24,Power,320366,338772,18406
30-Sep-24,Realty,160382,169409,9027
30-Sep-24,Services,162459,162266,-193
30-Sep-24,Telecommunication,299647,306128,6481
30-Sep-24,Textiles,24224,23976,-248
30-Sep-24,Utilities,2612,2919,307
30-Sep-24,Sovereign,0,0,0
30-Sep-24,Others,20609,25106,4497
30-Sep-24,Grand Total,7647875,7796273,148398
15-Sep-20,Automobiles & Auto Components,147992,150818,2826
15-Sep-20,Total Financial Services,920984,887249,-33735
15-Sep-20,Banks,550692,525667,-25025
15-Sep-20,Other Financial Services1,370292,361583,-8709
15-Sep-20,Capital Goods,83731,92834,9103
15-Sep-20,Chemicals & Petrochemicals,42126,44851,2725
15-Sep-20,Coal,6341,5791,-550
15-Sep-20,Commercial Services & Supplies,9382,9694,312
15-Sep-20,Construction Materials,46750,47330,580
15-Sep-20,Consumer Durables,58584,63983,5399
15-Sep-20,Diversified2,5876,6275,399
15-Sep-20,Diversified Consumer Services,2276,2333,57
15-Sep-20,Food & Drugs Retailing,1,1,0
15-Sep-20,"Food, Beverages & Tobacco",99335,97442,-1893
15-Sep-20,Forest Materials,1144,1191,47
15-Sep-20,General Industrials,15998,16355,357
15-Sep-20,Hardware Technology & Equipment,45,45,0
15-Sep-20,Healthcare Equipment & Supplies,81,103,22
15-Sep-20,Healthcare Services,23212,24644,1432
15-Sep-20,"Hotels, Restaurants & Tourism",13573,15075,1502
15-Sep-20,Household & Personal Products,126500,128831,2331
15-Sep-20,Insurance,79269,82096,2827
15-Sep-20,Media,20498,23167,2669
15-Sep-20,Metals & Mining,38963,39258,295
15-Sep-20,Oil & Gas,375625,415787,40162
15-Sep-20,Pharmaceuticals & Biotechnology,140435,147580,7145
15-Sep-20,Real Estate Investment,0,0,0
15-Sep-20,Realty,25567,25407,-160
15-Sep-20,Retailing,43299,43774,475
15-Sep-20,Software & Services,374865,408307,33442
15-Sep-20,Telecom Services,78933,73368,-5565
15-Sep-20,Telecommunications Equipment,106,107,1
15-Sep-20,"Textiles, Apparels & Accessories",30692,31993,1301
15-Sep-20,Transportation,32838,33616,778
15-Sep-20,Airlines,6714,7628,914
15-Sep-20,Logistics,1402,1449,47
15-Sep-20,Marine Port & Services,13141,12996,-145
15-Sep-20,Roads & Highways,1481,1494,13
15-Sep-20,Shipping,911,931,20
15-Sep-20,Surface Transportation,27,31,4
15-Sep-20,Transport Related Services,6196,6047,-149
15-Sep-20,Airport Services,2966,3040,74
15-Sep-20,Utilities3,68803,67723,-1080
15-Sep-20,Sovereign,0,0,0
15-Sep-20,Others4,21466,23005,1539
15-Sep-20,Grand Total,2935288,3010031,74743
15-Sep-21,Automobiles & Auto Components,190014,193100,3086
15-Sep-21,Total Financial Services,1523088,1531558,8470
15-Sep-21,Banks,852223,858412,6189
15-Sep-21,Other Financial Services1,670865,673146,2281
15-Sep-21,Capital Goods,158995,163638,4643
15-Sep-21,Chemicals & Petrochemicals,82820,86419,3599
15-Sep-21,Coal,5908,6564,656
15-Sep-21,Commercial Services & Supplies,40125,37895,-2230
15-Sep-21,Construction Materials,102261,107194,4933
15-Sep-21,Consumer Durables,135077,145793,10716
15-Sep-21,Diversified2,15694,17294,1600
15-Sep-21,Diversified Consumer Services,3540,3988,448
15-Sep-21,Food & Drugs Retailing,4,3,-1
15-Sep-21,"Food, Beverages & Tobacco",123734,127576,3842
15-Sep-21,Forest Materials,1889,1986,97
15-Sep-21,General Industrials,37682,40592,2910
15-Sep-21,Hardware Technology & Equipment,51,57,6
15-Sep-21,Healthcare Equipment & Supplies,1444,1506,62
15-Sep-21,Healthcare Services,67352,67270,-82
15-Sep-21,"Hotels, Restaurants & Tourism",32456,35271,2815
15-Sep-21,Household & Personal Products,184167,189069,4902
15-Sep-21,Insurance,121569,124361,2792
15-Sep-21,Media,17470,22641,5171
15-Sep-21,Metals & Mining,112432,115356,2924
15-Sep-21,Oil & Gas,457790,464965,7175
15-Sep-21,Pharmaceuticals & Biotechnology,177865,180670,2805
15-Sep-21,Real Estate Investment,0,0,0
15-Sep-21,Realty,49798,53851,4053
15-Sep-21,Retailing,85585,89422,3837
15-Sep-21,Software & Services,702454,727235,24781
15-Sep-21,Telecom Services,98173,110407,12234
15-Sep-21,Telecommunications Equipment,298,389,91
15-Sep-21,"Textiles, Apparels & Accessories",54406,58993,4587
15-Sep-21,Transportation,61009,63672,2663
15-Sep-21,Airlines,14203,14633,430
15-Sep-21,Logistics,3223,3230,7
15-Sep-21,Marine Port & Services,24509,25199,690
15-Sep-21,Roads & Highways,2545,2827,282
15-Sep-21,Shipping,1262,1326,64
15-Sep-21,Surface Transportation,81,84,3
15-Sep-21,Transport Related Services,10654,11326,672
15-Sep-21,Airport Services,4531,5047,516
15-Sep-21,Utilities3,136793,149218,12425
15-Sep-21,Sovereign,0,0,0
15-Sep-21,Others4,7973,31527,23554
15-Sep-21,Grand Total,4789916,4949482,159566
15-Sep-22,Automobile and Auto Components,265918,272961,7043
15-Sep-22,Capital Goods,117775,116994,-781
15-Sep-22,Chemicals,107663,111864,4201
15-Sep-22,Construction,64691,66317,1626
15-Sep-22,Construction Materials,75929,83037,7108
15-Sep-22,Consumer Durables,179276,181028,1752
15-Sep-22,Consumer Services,116387,121602,5215
15-Sep-22,Diversified,1658,1680,22
15-Sep-22,Fast Moving Consumer Goods,317335,319797,2462
15-Sep-22,Financial Services,1519470,1549879,30409
15-Sep-22,Forest Materials,1666,1758,92
15-Sep-22,Healthcare,219816,222421,2605
15-Sep-22,Information Technology,511536,493146,-18390
15-Sep-22,"Media, Entertainment & Publication",22254,23545,1291
15-Sep-22,Metals & Mining,150326,161649,11323
15-Sep-22,"Oil, Gas & Consumable Fuels",572737,553669,-19068
15-Sep-22,Power,263278,266904,3626
15-Sep-22,Realty,59419,59695,276
15-Sep-22,Services,79154,85936,6782
15-Sep-22,Telecommunication,115523,124057,8534
15-Sep-22,Textiles,21706,21421,-285
15-Sep-22,Utilities,393,414,21
15-Sep-22,Sovereign,0,0,0
15-Sep-22,Others,10187,11983,1796
15-Sep-22,Grand Total,4794095,4851755,57660
30-Sep-12,Automobiles & Auto Components,49037,917,-48120
30-Sep-12,Total Financial Services,290183,5527,-284656
30-Sep-12,Banks,161303,3879,-157424
30-Sep-12,Other Financial Services1,128880,1648,-127232
30-Sep-12,Capital Goods,61460,1395,-60065
30-Sep-12,Chemicals & Petrochemicals,8556,85,-8471
30-Sep-12,Coal,13867,-14,-13881
30-Sep-12,Commercial Services & Supplies,4990,7,-4983
30-Sep-12,Construction Materials,25431,287,-25144
30-Sep-12,Consumer Durables,9001,105,-8896
30-Sep-12,Diversified2,2101,23,-2078
30-Sep-12,Diversified Consumer Services,701,-3,-704
30-Sep-12,"Food, Beverages & Tobacco",61747,-113,-61860
30-Sep-12,Forest Materials,379,-1,-380
30-Sep-12,General Industrials,5358,79,-5279
30-Sep-12,Hardware Technology & Equipment,254,-2,-256
30-Sep-12,Healthcare Equipment & Supplies,1211,19,-1192
30-Sep-12,Healthcare Services,3626,28,-3598
30-Sep-12,"Hotels, Restaurants & Tourism",4478,46,-4432
30-Sep-12,Household & Personal Products,44163,474,-43689
30-Sep-12,Media,11170,70,-11100
30-Sep-12,Metals & Mining,35755,993,-34762
30-Sep-12,Oil & Gas,72816,4640,-68176
30-Sep-12,Pharmaceuticals & Biotechnology,57071,-202,-57273
30-Sep-12,Realty,14504,172,-14332
30-Sep-12,Retailing,2528,-13,-2541
30-Sep-12,Software & Services,131467,928,-130539
30-Sep-12,Telecom Services,21541,293,-21248
30-Sep-12,Telecommunications Equipment,124,5,-119
30-Sep-12,"Textiles, Apparels & Accessories",15260,28,-15232
30-Sep-12,Transportation,9478,63,-9415
30-Sep-12,Airlines,235,-6,-241
30-Sep-12,Logistics,734,0,-734
30-Sep-12,Marine Port & Services,3181,10,-3171
30-Sep-12,Roads & Highways,943,74,-869
30-Sep-12,Shipping,1011,-13,-1024
30-Sep-12,Surface Transportation,30,0,-30
30-Sep-12,Transport Related Services,3343,-1,-3344
30-Sep-12,Utilities3,35926,392,-35534
30-Sep-12,Sovereign,0,0,0
30-Sep-12,Others4,13308,150,-13158
30-Sep-20,Automobiles & Auto Components,150818,148495,-2323
30-Sep-20,Total Financial Services,887249,856176,-31073
30-Sep-20,Banks,525667,505840,-19827
30-Sep-20,Other Financial Services1,361583,350337,-11246
30-Sep-20,Capital Goods,92834,93427,593
30-Sep-20,Chemicals & Petrochemicals,44851,43146,-1705
30-Sep-20,Coal,5791,5193,-598
30-Sep-20,Commercial Services & Supplies,9694,9766,72
30-Sep-20,Construction Materials,47330,47945,615
30-Sep-20,Consumer Durables,63983,63972,-11
30-Sep-20,Diversified2,6275,6000,-275
30-Sep-20,Diversified Consumer Services,2333,2174,-159
30-Sep-20,Food & Drugs Retailing,1,1,0
30-Sep-20,"Food, Beverages & Tobacco",97442,92248,-5194
30-Sep-20,Forest Materials,1191,1082,-109
30-Sep-20,General Industrials,16355,16629,274
30-Sep-20,Hardware Technology & Equipment,45,45,0
30-Sep-20,Healthcare Equipment & Supplies,103,117,14
30-Sep-20,Healthcare Services,24644,28035,3391
30-Sep-20,"Hotels, Restaurants & Tourism",15075,14861,-214
30-Sep-20,Household & Personal Products,128831,128272,-559
30-Sep-20,Insurance,82096,78507,-3589
30-Sep-20,Media,23167,22111,-1056
30-Sep-20,Metals & Mining,39258,36970,-2288
30-Sep-20,Oil & Gas,415787,396632,-19155
30-Sep-20,Pharmaceuticals & Biotechnology,147580,146553,-1027
30-Sep-20,Real Estate Investment,0,0,0
30-Sep-20,Realty,25407,24263,-1144
30-Sep-20,Retailing,43774,43650,-124
30-Sep-20,Software & Services,408307,416167,7860
30-Sep-20,Telecom Services,73368,61740,-11628
30-Sep-20,Telecommunications Equipment,107,81,-26
